facts_url,text
https://www.healthline.com/health-news/how-to-enjoy-the-4th-of-july-weekend-amid-the-covid-19-resurgence,experts recommend everyone avoid large gatherings especially those with people outside your social bubble during the july fourth holiday weekend .. 
https://www.healthline.com/health-news/cdc-expands-list-of-those-with-higher-covid19-risks,officials at the centers for disease control and prevention now say pregnant women are among those who are at higher risk of more serious covid-19 cases .. 
https://www.healthline.com/health-news/feds-warn-that-face-mask-exemption-cards-are-fake,reports of people presenting cards that claim they are exempt from wearing face masks in public has prompted the doj to issue a statement that the cards are fraudulent .. 
https://www.healthline.com/health-news/experts-confident-bidens-covid-19-response-could-speed-recovery,medical experts say they believe bidens plan to address covid-19 would emphasize a better future for how to handle the continued threat of the outbreak .. 
https://www.healthline.com/health-news/heres-exactly-where-were-at-with-vaccines-and-treatments-for-covid-19,scientists around the world are working on a number of vaccines and treatments for covid-19 .. 
https://www.healthline.com/health-news/best-materials-for-covid19-face-masks,experts say the type of material as well as the construction of the face mask make a difference. surgical masks are considered a good option for helping reduce the transmission of covid-19. 
https://www.healthline.com/health-news/covid19-cases-rising-states-reopened,more than 30 states are reporting an increase in confirmed covid-19 cases. experts say whether people follow guidelines such as physical distancing and face masks will determine if reopening is successful. 
https://www.healthline.com/health-news/what-to-know-about-potential-covid-19-treatment-remdesivir,remdesivir a drug that once offered hope against ebola is now in the spotlight as the only current effective medication for covid-19. but experts caution that its no silver bullet against the disease caused by the novel coronavirus. 
https://www.healthline.com/health-news/fighting-family-burnout-during-the-covid-19-crisis,after months of stay at home orders family burnout is becoming an additional challenge in some households. but medical experts say there are steps you can take to help and ease its impact. 
https://www.healthline.com/health-news/travel-bans-quarantines-dont-stop-covid1-9-spread-but-can-delay-it,experts say travel restrictions implemented by states are more difficult to enforce than limits placed on travelers from other countries .. 
https://www.healthline.com/health-news/learn-to-spot-fake-health-news-with-these-5-tips,so how can people discern fact from fiction online. a new study finds that a relatively small fact check sheet can help people detect fake headlines. 
https://www.healthline.com/health-news/people-of-color-face-heightened-risks-as-covid-19-surges-again,as cases rise people of color including black and hispanic americans especially those working in essential jobs or unable to work from home will be at increased risk for severe cases of covid-19 .. 
